1542135330.62019 | #LOG_START           | ===
1542135724.15593 | #FRAME_START         | ---
1542135724.19117 | ELM_VOLTAGE          | N/V
1542135724.40880 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135724.62488 | COOLANT_TEMP         | 50 degC
1542135724.84763 | INTAKE_PRESSURE      | 43 kilopascal
1542135725.07051 | RPM                  | 924.0 revolutions_per_minute
1542135725.29423 | SPEED                | 4 kph
1542135725.51952 | INTAKE_TEMP          | 26 degC
1542135725.52098 | #FRAME_END           | ---
1542135726.02210 | #FRAME_START         | ---
1542135726.05094 | ELM_VOLTAGE          | N/V
1542135726.26428 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135726.47957 | COOLANT_TEMP         | 50 degC
1542135726.70259 | INTAKE_PRESSURE      | 78 kilopascal
1542135726.92595 | RPM                  | 1461.0 revolutions_per_minute
1542135727.14995 | SPEED                | 8 kph
1542135727.37540 | INTAKE_TEMP          | 27 degC
1542135727.37673 | #FRAME_END           | ---
1542135727.87785 | #FRAME_START         | ---
1542135727.91110 | ELM_VOLTAGE          | N/V
1542135728.13592 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135728.35131 | COOLANT_TEMP         | 50 degC
1542135728.57420 | INTAKE_PRESSURE      | 53 kilopascal
1542135728.79763 | RPM                  | 1625.0 revolutions_per_minute
1542135729.02147 | SPEED                | 13 kph
1542135729.24690 | INTAKE_TEMP          | 26 degC
1542135729.24822 | #FRAME_END           | ---
1542135729.74938 | #FRAME_START         | ---
1542135729.78091 | ELM_VOLTAGE          | N/V
1542135730.00779 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135730.22278 | COOLANT_TEMP         | 50 degC
1542135730.44594 | INTAKE_PRESSURE      | 28 kilopascal
1542135730.68535 | RPM                  | 1576.0 revolutions_per_minute
1542135730.90912 | SPEED                | 16 kph
1542135731.13458 | INTAKE_TEMP          | 26 degC
1542135731.13590 | #FRAME_END           | ---
1542135731.63704 | #FRAME_START         | ---
1542135731.66103 | ELM_VOLTAGE          | N/V
1542135731.87928 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135732.09446 | COOLANT_TEMP         | 50 degC
1542135732.31763 | INTAKE_PRESSURE      | 67 kilopascal
1542135732.54095 | RPM                  | 1632.0 revolutions_per_minute
1542135732.76482 | SPEED                | 21 kph
1542135732.99032 | INTAKE_TEMP          | 27 degC
1542135732.99163 | #FRAME_END           | ---
1542135733.49275 | #FRAME_START         | ---
1542135733.52094 | ELM_VOLTAGE          | N/V
1542135733.73511 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135733.95083 | COOLANT_TEMP         | 51 degC
1542135734.17377 | INTAKE_PRESSURE      | 43 kilopascal
1542135734.41313 | RPM                  | 1821.0 revolutions_per_minute
1542135734.63702 | SPEED                | 24 kph
1542135734.86265 | INTAKE_TEMP          | 26 degC
1542135734.86403 | #FRAME_END           | ---
1542135735.37074 | #FRAME_START         | ---
1542135735.41113 | ELM_VOLTAGE          | N/V
1542135735.62292 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135735.83837 | COOLANT_TEMP         | 51 degC
1542135736.06147 | INTAKE_PRESSURE      | 33 kilopascal
1542135736.28495 | RPM                  | 1836.0 revolutions_per_minute
1542135736.50875 | SPEED                | 24 kph
1542135736.73424 | INTAKE_TEMP          | 26 degC
1542135736.73561 | #FRAME_END           | ---
1542135737.23673 | #FRAME_START         | ---
1542135737.26182 | ELM_VOLTAGE          | N/V
1542135737.47847 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135737.69401 | COOLANT_TEMP         | 51 degC
1542135737.91713 | INTAKE_PRESSURE      | 27 kilopascal
1542135738.14056 | RPM                  | 1745.0 revolutions_per_minute
1542135738.36437 | SPEED                | 22 kph
1542135738.59013 | INTAKE_TEMP          | 26 degC
1542135738.59156 | #FRAME_END           | ---
1542135739.09289 | #FRAME_START         | ---
1542135739.13053 | ELM_VOLTAGE          | N/V
1542135739.34901 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135739.57795 | COOLANT_TEMP         | 51 degC
1542135739.80610 | INTAKE_PRESSURE      | 30 kilopascal
1542135740.02496 | RPM                  | 1659.0 revolutions_per_minute
1542135740.24867 | SPEED                | 21 kph
1542135740.47376 | INTAKE_TEMP          | 26 degC
1542135740.47473 | #FRAME_END           | ---
1542135740.97570 | #FRAME_START         | ---
1542135741.00985 | ELM_VOLTAGE          | N/V
1542135741.22056 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135741.43743 | COOLANT_TEMP         | 52 degC
1542135741.66010 | INTAKE_PRESSURE      | 32 kilopascal
1542135741.88330 | RPM                  | 1648.0 revolutions_per_minute
1542135742.10714 | SPEED                | 21 kph
1542135742.33264 | INTAKE_TEMP          | 26 degC
1542135742.33396 | #FRAME_END           | ---
1542135742.83509 | #FRAME_START         | ---
1542135742.86094 | ELM_VOLTAGE          | N/V
1542135743.07732 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135743.29251 | COOLANT_TEMP         | 52 degC
1542135743.51559 | INTAKE_PRESSURE      | 60 kilopascal
1542135743.73898 | RPM                  | 1852.0 revolutions_per_minute
1542135743.96305 | SPEED                | 24 kph
1542135744.18834 | INTAKE_TEMP          | 27 degC
1542135744.18978 | #FRAME_END           | ---
1542135744.69094 | #FRAME_START         | ---
1542135744.72131 | ELM_VOLTAGE          | N/V
1542135744.93480 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135745.16430 | COOLANT_TEMP         | 52 degC
1542135745.38734 | INTAKE_PRESSURE      | 41 kilopascal
1542135745.61071 | RPM                  | 1984.0 revolutions_per_minute
1542135745.83459 | SPEED                | 26 kph
1542135746.06029 | INTAKE_TEMP          | 27 degC
1542135746.06161 | #FRAME_END           | ---
1542135746.90693 | #FRAME_START         | ---
1542135746.94096 | ELM_VOLTAGE          | N/V
1542135747.15653 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135747.37236 | COOLANT_TEMP         | 52 degC
1542135747.57891 | INTAKE_PRESSURE      | 48 kilopascal
1542135747.80227 | RPM                  | 2344.0 revolutions_per_minute
1542135748.02619 | SPEED                | 31 kph
1542135748.25181 | INTAKE_TEMP          | 27 degC
1542135748.25313 | #FRAME_END           | ---
1542135748.75424 | #FRAME_START         | ---
1542135748.78102 | ELM_VOLTAGE          | N/V
1542135749.01241 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135749.22743 | COOLANT_TEMP         | 53 degC
1542135749.45062 | INTAKE_PRESSURE      | 80 kilopascal
1542135749.67452 | RPM                  | 1859.0 revolutions_per_minute
1542135749.89841 | SPEED                | 36 kph
1542135750.12384 | INTAKE_TEMP          | 27 degC
1542135750.12525 | #FRAME_END           | ---
1542135750.62639 | #FRAME_START         | ---
1542135750.66027 | ELM_VOLTAGE          | N/V
1542135750.88445 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135751.09999 | COOLANT_TEMP         | 53 degC
1542135751.32297 | INTAKE_PRESSURE      | 50 kilopascal
1542135751.54610 | RPM                  | 2051.0 revolutions_per_minute
1542135751.75409 | SPEED                | 39 kph
1542135751.97868 | INTAKE_TEMP          | 27 degC
1542135751.98022 | #FRAME_END           | ---
1542135752.48138 | #FRAME_START         | ---
1542135752.51099 | ELM_VOLTAGE          | N/V
1542135752.72389 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135752.93942 | COOLANT_TEMP         | 53 degC
1542135753.16159 | INTAKE_PRESSURE      | 23 kilopascal
1542135753.38584 | RPM                  | 2043.0 revolutions_per_minute
1542135753.60981 | SPEED                | 38 kph
1542135753.83537 | INTAKE_TEMP          | 27 degC
1542135753.83674 | #FRAME_END           | ---
1542135754.33803 | #FRAME_START         | ---
1542135754.37098 | ELM_VOLTAGE          | N/V
1542135754.59551 | FUEL_STATUS          | ('Open loop due to engine load OR fuel cut due to deceleration', '')
1542135754.81120 | COOLANT_TEMP         | 54 degC
1542135755.03441 | INTAKE_PRESSURE      | 26 kilopascal
1542135755.25758 | RPM                  | 1920.0 revolutions_per_minute
1542135755.48145 | SPEED                | 36 kph
1542135755.69114 | INTAKE_TEMP          | 27 degC
1542135755.69255 | #FRAME_END           | ---
1542135756.19367 | #FRAME_START         | ---
1542135756.22099 | ELM_VOLTAGE          | N/V
1542135756.43527 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135756.65108 | COOLANT_TEMP         | 54 degC
1542135756.87386 | INTAKE_PRESSURE      | 31 kilopascal
1542135757.09711 | RPM                  | 1874.0 revolutions_per_minute
1542135757.32104 | SPEED                | 35 kph
1542135757.54659 | INTAKE_TEMP          | 27 degC
1542135757.54795 | #FRAME_END           | ---
1542135758.05226 | #FRAME_START         | ---
1542135758.09096 | ELM_VOLTAGE          | N/V
1542135758.32282 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135758.55383 | COOLANT_TEMP         | 54 degC
1542135758.76105 | INTAKE_PRESSURE      | 35 kilopascal
1542135758.98441 | RPM                  | 1891.0 revolutions_per_minute
1542135759.19253 | SPEED                | 36 kph
1542135759.41772 | INTAKE_TEMP          | 27 degC
1542135759.41903 | #FRAME_END           | ---
1542135759.92017 | #FRAME_START         | ---
1542135759.95109 | ELM_VOLTAGE          | N/V
1542135760.17834 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135760.39357 | COOLANT_TEMP         | 55 degC
1542135760.60068 | INTAKE_PRESSURE      | 41 kilopascal
1542135760.82408 | RPM                  | 1917.0 revolutions_per_minute
1542135761.04793 | SPEED                | 36 kph
1542135761.27355 | INTAKE_TEMP          | 27 degC
1542135761.27485 | #FRAME_END           | ---
1542135761.77598 | #FRAME_START         | ---
1542135761.80041 | ELM_VOLTAGE          | N/V
1542135762.01806 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135762.23344 | COOLANT_TEMP         | 55 degC
1542135762.44042 | INTAKE_PRESSURE      | 48 kilopascal
1542135762.66379 | RPM                  | 1971.0 revolutions_per_minute
1542135762.88755 | SPEED                | 37 kph
1542135763.09708 | INTAKE_TEMP          | 27 degC
1542135763.09839 | #FRAME_END           | ---
1542135763.60189 | #FRAME_START         | ---
1542135763.63101 | ELM_VOLTAGE          | N/V
1542135763.84188 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135764.05691 | COOLANT_TEMP         | 55 degC
1542135764.26411 | INTAKE_PRESSURE      | 49 kilopascal
1542135764.48741 | RPM                  | 2039.0 revolutions_per_minute
1542135764.71136 | SPEED                | 38 kph
1542135764.92088 | INTAKE_TEMP          | 27 degC
1542135764.92221 | #FRAME_END           | ---
1542135765.42336 | #FRAME_START         | ---
1542135765.45094 | ELM_VOLTAGE          | N/V
1542135765.66552 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135765.88072 | COOLANT_TEMP         | 56 degC
1542135766.10454 | INTAKE_PRESSURE      | 41 kilopascal
1542135766.32758 | RPM                  | 2028.0 revolutions_per_minute
1542135766.53561 | SPEED                | 38 kph
1542135766.74507 | INTAKE_TEMP          | 27 degC
1542135766.74648 | #FRAME_END           | ---
1542135767.24762 | #FRAME_START         | ---
1542135767.28097 | ELM_VOLTAGE          | N/V
1542135767.50535 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135767.73161 | COOLANT_TEMP         | 56 degC
1542135767.94403 | INTAKE_PRESSURE      | 42 kilopascal
1542135768.16733 | RPM                  | 2069.0 revolutions_per_minute
1542135768.39114 | SPEED                | 39 kph
1542135768.60086 | INTAKE_TEMP          | 27 degC
1542135768.60228 | #FRAME_END           | ---
1542135769.10845 | #FRAME_START         | ---
1542135769.15038 | ELM_VOLTAGE          | N/V
1542135769.36129 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135769.57668 | COOLANT_TEMP         | 56 degC
1542135769.79989 | INTAKE_PRESSURE      | 40 kilopascal
1542135770.02296 | RPM                  | 2030.0 revolutions_per_minute
1542135770.24681 | SPEED                | 39 kph
1542135770.47245 | INTAKE_TEMP          | 27 degC
1542135770.47383 | #FRAME_END           | ---
1542135770.97499 | #FRAME_START         | ---
1542135771.00099 | ELM_VOLTAGE          | N/V
1542135771.21666 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135771.43233 | COOLANT_TEMP         | 57 degC
1542135771.63936 | INTAKE_PRESSURE      | 34 kilopascal
1542135771.86268 | RPM                  | 1990.0 revolutions_per_minute
1542135772.08658 | SPEED                | 38 kph
1542135772.31223 | INTAKE_TEMP          | 27 degC
1542135772.31361 | #FRAME_END           | ---
1542135772.81473 | #FRAME_START         | ---
1542135772.84128 | ELM_VOLTAGE          | N/V
1542135773.05639 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135773.27324 | COOLANT_TEMP         | 57 degC
1542135773.49504 | INTAKE_PRESSURE      | 28 kilopascal
1542135773.71838 | RPM                  | 1957.0 revolutions_per_minute
1542135773.94231 | SPEED                | 36 kph
1542135774.16785 | INTAKE_TEMP          | 27 degC
1542135774.16927 | #FRAME_END           | ---
1542135774.67423 | #FRAME_START         | ---
1542135774.71102 | ELM_VOLTAGE          | N/V
1542135774.92785 | FUEL_STATUS          | ('Open loop due to engine load OR fuel cut due to deceleration', '')
1542135775.14304 | COOLANT_TEMP         | 57 degC
1542135775.36613 | INTAKE_PRESSURE      | 23 kilopascal
1542135775.58939 | RPM                  | 1713.0 revolutions_per_minute
1542135775.81348 | SPEED                | 32 kph
1542135776.03876 | INTAKE_TEMP          | 27 degC
1542135776.04023 | #FRAME_END           | ---
1542135776.54136 | #FRAME_START         | ---
1542135776.57094 | ELM_VOLTAGE          | N/V
1542135776.78363 | FUEL_STATUS          | ('Open loop due to engine load OR fuel cut due to deceleration', '')
1542135776.99874 | COOLANT_TEMP         | 57 degC
1542135777.22189 | INTAKE_PRESSURE      | 24 kilopascal
1542135777.44542 | RPM                  | 1572.0 revolutions_per_minute
1542135777.66817 | SPEED                | 29 kph
1542135777.89456 | INTAKE_TEMP          | 27 degC
1542135777.89586 | #FRAME_END           | ---
1542135778.39699 | #FRAME_START         | ---
1542135778.42656 | ELM_VOLTAGE          | N/V
1542135778.65525 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135778.87231 | COOLANT_TEMP         | 57 degC
1542135779.09353 | INTAKE_PRESSURE      | 52 kilopascal
1542135779.31717 | RPM                  | 1515.0 revolutions_per_minute
1542135779.54099 | SPEED                | 29 kph
1542135779.76620 | INTAKE_TEMP          | 27 degC
1542135779.76749 | #FRAME_END           | ---
1542135780.27307 | #FRAME_START         | ---
1542135780.31096 | ELM_VOLTAGE          | N/V
1542135780.52693 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135780.74208 | COOLANT_TEMP         | 58 degC
1542135780.96526 | INTAKE_PRESSURE      | 28 kilopascal
1542135781.18855 | RPM                  | 1253.0 revolutions_per_minute
1542135781.41256 | SPEED                | 28 kph
